行政区域コード,都道府県名（漢字）,市区町村名（漢字）,都道府県名（ｶﾅ）,市区町村名（ｶﾅ）,コードの改定区分,改正年月日,改正後のコード,改正後の名称,改正後の名称(ｶﾅ),改正事由等,最終市区町村名
11238,埼玉県,蓮田市,ｻｲﾀﾏｹﾝ,ﾊｽﾀﾞｼ,,,11238,,,,蓮田市
11239,埼玉県,坂戸市,ｻｲﾀﾏｹﾝ,ｻｶﾄﾞｼ,,,11239,,,,坂戸市
11240,埼玉県,幸手市,ｻｲﾀﾏｹﾝ,ｻｯﾃｼ,,,11240,,,,幸手市
11241,埼玉県,鶴ヶ島市,ｻｲﾀﾏｹﾝ,ﾂﾙｶﾞｼﾏｼ,,,11241,,,,鶴ヶ島市
11242,埼玉県,日高市,ｻｲﾀﾏｹﾝ,ﾋﾀﾞｶｼ,,,11242,,,,日高市
11243,埼玉県,吉川市,ｻｲﾀﾏｹﾝ,ﾖｼｶﾜｼ,,,11243,,,,吉川市
11245,埼玉県,ふじみ野市,ｻｲﾀﾏｹﾝ,ﾌｼﾞﾐﾉｼ,,,11245,,,,ふじみ野市
11246,埼玉県,白岡市,ｻｲﾀﾏｹﾝ,ｼﾗｵｶｼ,,,11246,,,,白岡市
11301,埼玉県,伊奈町,ｻｲﾀﾏｹﾝ,ｲﾅﾏﾁ,,,11301,,,,伊奈町
11304,埼玉県,吹上町,ｻｲﾀﾏｹﾝ,ﾌｷｱｹﾞﾏﾁ,欠番,H17.10.1,11217,鴻巣市,ｺｳﾉｽｼ,合併後は鴻巣市,鴻巣市
11322,埼玉県,大井町,ｻｲﾀﾏｹﾝ,ｵｵｲﾏﾁ,欠番,H17.10.1,11245,ふじみ野市,ﾌｼﾞﾐﾉｼ,合併後はふじみ野市,ふじみ野市
11324,埼玉県,三芳町,ｻｲﾀﾏｹﾝ,ﾐﾖｼﾏﾁ,,,11324,,,,三芳町
11326,埼玉県,毛呂山町,ｻｲﾀﾏｹﾝ,ﾓﾛﾔﾏﾏﾁ,,,11326,,,,毛呂山町
11327,埼玉県,越生町,ｻｲﾀﾏｹﾝ,ｵｺﾞｾﾏﾁ,,,11327,,,,越生町
11341,埼玉県,滑川町,ｻｲﾀﾏｹﾝ,ﾅﾒｶﾞﾜﾏﾁ,,,11341,,,,滑川町
11342,埼玉県,嵐山町,ｻｲﾀﾏｹﾝ,ﾗﾝｻﾞﾝﾏﾁ,,,11342,,,,嵐山町
11343,埼玉県,小川町,ｻｲﾀﾏｹﾝ,ｵｶﾞﾜﾏﾁ,,,11343,,,,小川町
11344,埼玉県,都幾川村,ｻｲﾀﾏｹﾝ,ﾄｷｶﾞﾜﾑﾗ,欠番,H18.2.1,11349,ときがわ町,ﾄｷｶﾞﾜﾏﾁ,合併後はときがわ町,ときがわ町
11345,埼玉県,玉川村,ｻｲﾀﾏｹﾝ,ﾀﾏｶﾞﾜﾑﾗ,欠番,H18.2.1,11349,ときがわ町,ﾄｷｶﾞﾜﾏﾁ,合併後はときがわ町,ときがわ町
11346,埼玉県,川島町,ｻｲﾀﾏｹﾝ,ｶﾜｼﾞﾏﾏﾁ,,,11346,,,,川島町
11347,埼玉県,吉見町,ｻｲﾀﾏｹﾝ,ﾖｼﾐﾏﾁ,,,11347,,,,吉見町
11348,埼玉県,鳩山町,ｻｲﾀﾏｹﾝ,ﾊﾄﾔﾏﾏﾁ,,,11348,,,,鳩山町
11349,埼玉県,ときがわ町,ｻｲﾀﾏｹﾝ,ﾄｷｶﾞﾜﾏﾁ,,,11349,,,,ときがわ町
11361,埼玉県,横瀬町,ｻｲﾀﾏｹﾝ,ﾖｺｾﾞﾏﾁ,,,11361,,,,横瀬町
11362,埼玉県,皆野町,ｻｲﾀﾏｹﾝ,ﾐﾅﾉﾏﾁ,,,11362,,,,皆野町
11363,埼玉県,長瀞町,ｻｲﾀﾏｹﾝ,ﾅｶﾞﾄﾛﾏﾁ,,,11363,,,,長瀞町
11364,埼玉県,吉田町,ｻｲﾀﾏｹﾝ,ﾖｼﾀﾞﾏﾁ,欠番,H17.4.1,11207,秩父市,ﾁﾁﾌﾞｼ,合併後は秩父市,秩父市
11365,埼玉県,小鹿野町,ｻｲﾀﾏｹﾝ,ｵｶﾞﾉﾏﾁ,,,11365,,,,小鹿野町
11366,埼玉県,両神村,ｻｲﾀﾏｹﾝ,ﾘョｳｶﾐﾑﾗ,欠番,H17.10.1,11365,小鹿野町,ｵｶﾞﾉﾏﾁ,合併後は小鹿野町,小鹿野町
11367,埼玉県,大滝村,ｻｲﾀﾏｹﾝ,ｵｵﾀｷﾑﾗ,欠番,H17.4.1,11207,秩父市,ﾁﾁﾌﾞｼ,合併後は秩父市,秩父市
11368,埼玉県,荒川村,ｻｲﾀﾏｹﾝ,ｱﾗｶﾜﾑﾗ,欠番,H17.4.1,11207,秩父市,ﾁﾁﾌﾞｼ,合併後は秩父市,秩父市
11369,埼玉県,東秩父村,ｻｲﾀﾏｹﾝ,ﾋｶﾞｼﾁﾁﾌﾞﾑﾗ,,,11369,,,,東秩父村
11381,埼玉県,美里町,ｻｲﾀﾏｹﾝ,ﾐｻﾄﾏﾁ,,,11381,,,,美里町
11382,埼玉県,児玉町,ｻｲﾀﾏｹﾝ,ｺﾀﾞﾏﾏﾁ,欠番,H18.1.10,11211,本庄市,ﾎﾝｼﾞョｳｼ,合併後は本庄市,本庄市
11383,埼玉県,神川町,ｻｲﾀﾏｹﾝ,ｶﾐｶﾜﾏﾁ,,,11383,,,,神川町
11384,埼玉県,神泉村,ｻｲﾀﾏｹﾝ,ｶﾐｲｽﾞﾐﾑﾗ,欠番,H18.1.1,11383,神川町,ｶﾐｶﾜﾏﾁ,合併後は神川町,神川町
11385,埼玉県,上里町,ｻｲﾀﾏｹﾝ,ｶﾐｻﾄﾏﾁ,,,11385,,,,上里町
11401,埼玉県,大里町,ｻｲﾀﾏｹﾝ,ｵｵｻﾄﾏﾁ,欠番,H17.10.1,11202,熊谷市,ｸﾏｶﾞﾔｼ,合併後は熊谷市,熊谷市
11402,埼玉県,江南町,ｻｲﾀﾏｹﾝ,ｺｳﾅﾝﾏﾁ,欠番,H19.2.13,11202,熊谷市,ｸﾏｶﾞﾔｼ,合併後は熊谷市,熊谷市
11403,埼玉県,妻沼町,ｻｲﾀﾏｹﾝ,ﾒﾇﾏﾏﾁ,欠番,H17.10.1,11202,熊谷市,ｸﾏｶﾞﾔｼ,合併後は熊谷市,熊谷市
11405,埼玉県,岡部町,ｻｲﾀﾏｹﾝ,ｵｶﾍﾞﾏﾁ,欠番,H18.1.1,11218,深谷市,ﾌｶﾔｼ,合併後は深谷市,深谷市
11406,埼玉県,川本町,ｻｲﾀﾏｹﾝ,ｶﾜﾓﾄﾏﾁ,欠番,H18.1.1,11218,深谷市,ﾌｶﾔｼ,合併後は深谷市,深谷市
11407,埼玉県,花園町,ｻｲﾀﾏｹﾝ,ﾊﾅｿﾞﾉﾏﾁ,欠番,H18.1.1,11218,深谷市,ﾌｶﾔｼ,合併後は深谷市,深谷市
11408,埼玉県,寄居町,ｻｲﾀﾏｹﾝ,ﾖﾘｲﾏﾁ,,,11408,,,,寄居町
11421,埼玉県,騎西町,ｻｲﾀﾏｹﾝ,ｷｻｲﾏﾁ,欠番,H22.3.23,11210,加須市,ｶｿﾞｼ,合併後は加須市,加須市
11422,埼玉県,南河原村,ｻｲﾀﾏｹﾝ,ﾐﾅﾐｶﾜﾗﾑﾗ,欠番,H18.1.1,11206,行田市,ｷﾞョｳﾀﾞｼ,合併後は行田市,行田市
11423,埼玉県,川里町,ｻｲﾀﾏｹﾝ,ｶﾜｻﾄﾏﾁ,欠番,H17.10.1,11217,鴻巣市,ｺｳﾉｽｼ,合併後は鴻巣市,鴻巣市
11424,埼玉県,北川辺町,ｻｲﾀﾏｹﾝ,ｷﾀｶﾜﾍﾞﾏﾁ,欠番,H22.3.23,11210,加須市,ｶｿﾞｼ,合併後は加須市,加須市
11425,埼玉県,大利根町,ｻｲﾀﾏｹﾝ,ｵｵﾄﾈﾏﾁ,欠番,H22.3.23,11210,加須市,ｶｿﾞｼ,合併後は加須市,加須市
11442,埼玉県,宮代町,ｻｲﾀﾏｹﾝ,ﾐﾔｼﾛﾏﾁ,,,11442,,,,宮代町
11445,埼玉県,白岡町,ｻｲﾀﾏｹﾝ,ｼﾗｵｶﾏﾁ,欠番,H24.10.1,11246,白岡市,ｼﾗｵｶｼ,市制施行,白岡市
11446,埼玉県,菖蒲町,ｻｲﾀﾏｹﾝ,ｼョｳﾌﾞﾏﾁ,欠番,H22.3.23,11232,久喜市,ｸｷｼ,合併後は久喜市,久喜市
11461,埼玉県,栗橋町,ｻｲﾀﾏｹﾝ,ｸﾘﾊｼﾏﾁ,欠番,H22.3.23,11232,久喜市,ｸｷｼ,合併後は久喜市,久喜市
11462,埼玉県,鷲宮町,ｻｲﾀﾏｹﾝ,ﾜｼﾐﾔﾏﾁ,欠番,H22.3.23,11232,久喜市,ｸｷｼ,合併後は久喜市,久喜市
11464,埼玉県,杉戸町,ｻｲﾀﾏｹﾝ,ｽｷﾞﾄﾏﾁ,,,11464,,,,杉戸町
11465,埼玉県,松伏町,ｻｲﾀﾏｹﾝ,ﾏﾂﾌﾞｼﾏﾁ,,,11465,,,,松伏町
11468,埼玉県,庄和町,ｻｲﾀﾏｹﾝ,ｼョｳﾜﾏﾁ,欠番,H17.10.1,11214,春日部市,ｶｽｶﾍﾞｼ,合併後は春日部市,春日部市
12000,千葉県,,ﾁﾊﾞｹﾝ,,,,12000,,,,
12100,千葉県,千葉市,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼ,,,12100,,,,千葉市
12101,千葉県,千葉市中央区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼﾁｭｳｵｳｸ,,,12101,,,,千葉市中央区
12102,千葉県,千葉市花見川区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼﾊﾅﾐｶﾞﾜｸ,,,12102,,,,千葉市花見川区
12103,千葉県,千葉市稲毛区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼｲﾅｹﾞｸ,,,12103,,,,千葉市稲毛区
12104,千葉県,千葉市若葉区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼﾜｶﾊﾞｸ,,,12104,,,,千葉市若葉区
12105,千葉県,千葉市緑区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼﾐﾄﾞﾘｸ,,,12105,,,,千葉市緑区
12106,千葉県,千葉市美浜区,ﾁﾊﾞｹﾝ,ﾁﾊﾞｼﾐﾊﾏｸ,,,12106,,,,千葉市美浜区
12202,千葉県,銚子市,ﾁﾊﾞｹﾝ,ﾁｮｳｼｼ,,,12202,,,,銚子市
12203,千葉県,市川市,ﾁﾊﾞｹﾝ,ｲﾁｶﾜｼ,,,12203,,,,市川市
12204,千葉県,船橋市,ﾁﾊﾞｹﾝ,ﾌﾅﾊﾞｼｼ,,,12204,,,,船橋市
12205,千葉県,館山市,ﾁﾊﾞｹﾝ,ﾀﾃﾔﾏｼ,,,12205,,,,館山市
12206,千葉県,木更津市,ﾁﾊﾞｹﾝ,ｷｻﾗﾂﾞｼ,,,12206,,,,木更津市
12207,千葉県,松戸市,ﾁﾊﾞｹﾝ,ﾏﾂﾄﾞｼ,,,12207,,,,松戸市
12208,千葉県,野田市,ﾁﾊﾞｹﾝ,ﾉﾀﾞｼ,,,12208,,,,野田市
12209,千葉県,佐原市,ﾁﾊﾞｹﾝ,ｻﾜﾗｼ,欠番,H18.3.27,12236,香取市,ｶﾄﾘｼ,合併後は香取市,香取市
12210,千葉県,茂原市,ﾁﾊﾞｹﾝ,ﾓﾊﾞﾗｼ,,,12210,,,,茂原市
12211,千葉県,成田市,ﾁﾊﾞｹﾝ,ﾅﾘﾀｼ,,,12211,,,,成田市
12212,千葉県,佐倉市,ﾁﾊﾞｹﾝ,ｻｸﾗｼ,,,12212,,,,佐倉市
12213,千葉県,東金市,ﾁﾊﾞｹﾝ,ﾄｳｶﾞﾈｼ,,,12213,,,,東金市
12214,千葉県,八日市場市,ﾁﾊﾞｹﾝ,ﾖｳｶｲﾁﾊﾞｼ,欠番,H18.1.23,12235,匝瑳市,ｿｳｻｼ,合併後は匝瑳市,匝瑳市
12215,千葉県,旭市,ﾁﾊﾞｹﾝ,ｱｻﾋｼ,,,12215,,,,旭市
12216,千葉県,習志野市,ﾁﾊﾞｹﾝ,ﾅﾗｼﾉｼ,,,12216,,,,習志野市
12217,千葉県,柏市,ﾁﾊﾞｹﾝ,ｶｼﾜｼ,,,12217,,,,柏市
12218,千葉県,勝浦市,ﾁﾊﾞｹﾝ,ｶﾂｳﾗｼ,,,12218,,,,勝浦市
12219,千葉県,市原市,ﾁﾊﾞｹﾝ,ｲﾁﾊﾗｼ,,,12219,,,,市原市
12220,千葉県,流山市,ﾁﾊﾞｹﾝ,ﾅｶﾞﾚﾔﾏｼ,,,12220,,,,流山市
12221,千葉県,八千代市,ﾁﾊﾞｹﾝ,ﾔﾁﾖｼ,,,12221,,,,八千代市
12222,千葉県,我孫子市,ﾁﾊﾞｹﾝ,ｱﾋﾞｺｼ,,,12222,,,,我孫子市
12223,千葉県,鴨川市,ﾁﾊﾞｹﾝ,ｶﾓｶﾞﾜｼ,,,12223,,,,鴨川市
12224,千葉県,鎌ケ谷市,ﾁﾊﾞｹﾝ,ｶﾏｶﾞﾔｼ,,,12224,,,,鎌ケ谷市
12225,千葉県,君津市,ﾁﾊﾞｹﾝ,ｷﾐﾂｼ,,,12225,,,,君津市
12226,千葉県,富津市,ﾁﾊﾞｹﾝ,ﾌｯﾂｼ,,,12226,,,,富津市
12227,千葉県,浦安市,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,,,12227,,,,浦安市
12228,千葉県,四街道市,ﾁﾊﾞｹﾝ,ﾖﾂｶｲﾄﾞｳｼ,,,12228,,,,四街道市
12229,千葉県,袖ケ浦市,ﾁﾊﾞｹﾝ,ｿﾃﾞｶﾞｳﾗｼ,,,12229,,,,袖ケ浦市
12230,千葉県,八街市,ﾁﾊﾞｹﾝ,ﾔﾁﾏﾀｼ,,,12230,,,,八街市
12231,千葉県,印西市,ﾁﾊﾞｹﾝ,ｲﾝｻﾞｲｼ,,,12231,,,,印西市
12232,千葉県,白井市,ﾁﾊﾞｹﾝ,ｼﾛｲｼ,,,12232,,,,白井市
12233,千葉県,富里市,ﾁﾊﾞｹﾝ,ﾄﾐｻﾄｼ,,,12233,,,,富里市
12234,千葉県,南房総市,ﾁﾊﾞｹﾝ,ﾐﾅﾐﾎﾞｳｿｳｼ,,,12234,,,,南房総市
12235,千葉県,匝瑳市,ﾁﾊﾞｹﾝ,ｿｳｻｼ,,,12235,,,,匝瑳市
12236,千葉県,香取市,ﾁﾊﾞｹﾝ,ｶﾄﾘｼ,,,12236,,,,香取市
12237,千葉県,山武市,ﾁﾊﾞｹﾝ,ｻﾝﾑｼ,,,12237,,,,山武市
12238,千葉県,いすみ市,ﾁﾊﾞｹﾝ,ｲｽﾐｼ,,,12238,,,,いすみ市
12239,千葉県,大網白里市,ﾁﾊﾞｹﾝ,ｵｵｱﾐｼﾗｻﾄｼ,,,12239,,,,大網白里市
12322,千葉県,酒々井町,ﾁﾊﾞｹﾝ,ｼｽｲﾏﾁ,,,12322,,,,酒々井町
12325,千葉県,印旛村,ﾁﾊﾞｹﾝ,ｲﾝﾊﾞﾑﾗ,欠番,H22.3.23,12231,印西市,ｲﾝｻﾞｲｼ,合併後は印西市,印西市
12328,千葉県,本埜村,ﾁﾊﾞｹﾝ,ﾓﾄﾉﾑﾗ,欠番,H22.3.23,12231,印西市,ｲﾝｻﾞｲｼ,合併後は印西市,印西市
12329,千葉県,栄町,ﾁﾊﾞｹﾝ,ｻｶｴﾏﾁ,,,12329,,,,栄町
12341,千葉県,下総町,ﾁﾊﾞｹﾝ,ｼﾓﾌｻﾏﾁ,欠番,H18.3.27,12211,成田市,ﾅﾘﾀｼ,合併後は成田市,成田市
12342,千葉県,神崎町,ﾁﾊﾞｹﾝ,ｺｳｻﾞｷﾏﾁ,,,12342,,,,神崎町
12343,千葉県,大栄町,ﾁﾊﾞｹﾝ,ﾀｲｴｲﾏﾁ,欠番,H18.3.27,12211,成田市,ﾅﾘﾀｼ,合併後は成田市,成田市
12344,千葉県,小見川町,ﾁﾊﾞｹﾝ,ｵﾐｶﾞﾜﾏﾁ,欠番,H18.3.27,12236,香取市,ｶﾄﾘｼ,合併後は香取市,香取市
12345,千葉県,山田町,ﾁﾊﾞｹﾝ,ﾔﾏﾀﾞﾏﾁ,欠番,H18.3.27,12236,香取市,ｶﾄﾘｼ,合併後は香取市,香取市
12346,千葉県,栗源町,ﾁﾊﾞｹﾝ,ｸﾘﾓﾄﾏﾁ,欠番,H18.3.27,12236,香取市,ｶﾄﾘｼ,合併後は香取市,香取市
12347,千葉県,多古町,ﾁﾊﾞｹﾝ,ﾀｺﾏﾁ,,,12347,,,,多古町
12348,千葉県,干潟町,ﾁﾊﾞｹﾝ,ﾋｶﾀﾏﾁ,欠番,H17.7.1,12215,旭市,ｱｻﾋｼ,合併後は旭市,旭市
12349,千葉県,東庄町,ﾁﾊﾞｹﾝ,ﾄｳﾉｼｮｳﾏﾁ,,,12349,,,,東庄町
12361,千葉県,海上町,ﾁﾊﾞｹﾝ,ｳﾅｶﾐﾏﾁ,欠番,H17.7.1,12215,旭市,ｱｻﾋｼ,合併後は旭市,旭市
12362,千葉県,飯岡町,ﾁﾊﾞｹﾝ,ｲｲｵｶﾏﾁ,欠番,H17.7.1,12215,旭市,ｱｻﾋｼ,合併後は旭市,旭市
12381,千葉県,光町,ﾁﾊﾞｹﾝ,ﾋｶﾘﾏﾁ,欠番,H18.3.27,12410,横芝光町,ﾖｺｼﾊﾞﾋｶﾘﾏﾁ,合併後は横芝光町,横芝光町
12382,千葉県,野栄町,ﾁﾊﾞｹﾝ,ﾉｻｶﾏﾁ,欠番,H18.1.23,12235,匝瑳市,ｿｳｻｼ,合併後は匝瑳市,匝瑳市
12402,千葉県,大網白里町,ﾁﾊﾞｹﾝ,ｵｵｱﾐｼﾗｻﾄﾏﾁ,欠番,H25.1.1,12239,大網白里市,ｵｵｱﾐｼﾗｻﾄｼ,市制施行,大網白里市
12403,千葉県,九十九里町,ﾁﾊﾞｹﾝ,ｸｼﾞﾕｳｸﾘﾏﾁ,,,12403,,,,九十九里町
12404,千葉県,成東町,ﾁﾊﾞｹﾝ,ﾅﾙﾄｳﾏﾁ,欠番,H18.3.27,12237,山武市,ｻﾝﾑｼ,合併後は山武市,山武市
12405,千葉県,山武町,ﾁﾊﾞｹﾝ,ｻﾝﾌﾞﾏﾁ,欠番,H18.3.27,12237,山武市,ｻﾝﾑｼ,合併後は山武市,山武市
12406,千葉県,蓮沼村,ﾁﾊﾞｹﾝ,ﾊｽﾇﾏﾑﾗ,欠番,H18.3.27,12237,山武市,ｻﾝﾑｼ,合併後は山武市,山武市
12407,千葉県,松尾町,ﾁﾊﾞｹﾝ,ﾏﾂｵﾏﾁ,欠番,H18.3.27,12237,山武市,ｻﾝﾑｼ,合併後は山武市,山武市
12408,千葉県,横芝町,ﾁﾊﾞｹﾝ,ﾖｺｼﾊﾞﾏﾁ,欠番,H18.3.27,12410,横芝光町,ﾖｺｼﾊﾞﾋｶﾘﾏﾁ,合併後は横芝光町,横芝光町
12409,千葉県,芝山町,ﾁﾊﾞｹﾝ,ｼﾊﾞﾔﾏﾏﾁ,,,12409,,,,芝山町
12410,千葉県,横芝光町,ﾁﾊﾞｹﾝ,ﾖｺｼﾊﾞﾋｶﾘﾏﾁ,,,12410,,,,横芝光町
12421,千葉県,一宮町,ﾁﾊﾞｹﾝ,ｲﾁﾉﾐﾔﾏﾁ,,,12421,,,,一宮町
12422,千葉県,睦沢町,ﾁﾊﾞｹﾝ,ﾑﾂｻﾞﾜﾏﾁ,,,12422,,,,睦沢町
12423,千葉県,長生村,ﾁﾊﾞｹﾝ,ﾁｮｳｾｲﾑﾗ,,,12423,,,,長生村
12424,千葉県,白子町,ﾁﾊﾞｹﾝ,ｼﾗｺﾏﾁ,,,12424,,,,白子町
12426,千葉県,長柄町,ﾁﾊﾞｹﾝ,ﾅｶﾞﾗﾏﾁ,,,12426,,,,長柄町
12427,千葉県,長南町,ﾁﾊﾞｹﾝ,ﾁｮｳﾅﾝﾏﾁ,,,12427,,,,長南町
12441,千葉県,大多喜町,ﾁﾊﾞｹﾝ,ｵｵﾀｷﾏﾁ,,,12441,,,,大多喜町
12442,千葉県,夷隅町,ﾁﾊﾞｹﾝ,ｲｽﾐﾏﾁ,欠番,H17.12.5,12238,いすみ市,ｲｽﾐｼ,合併後はいすみ市,いすみ市
12443,千葉県,御宿町,ﾁﾊﾞｹﾝ,ｵﾝｼﾞﾕｸﾏﾁ,,,12443,,,,御宿町
12444,千葉県,大原町,ﾁﾊﾞｹﾝ,ｵｵﾊﾗﾏﾁ,欠番,H17.12.5,12238,いすみ市,ｲｽﾐｼ,合併後はいすみ市,いすみ市
12445,千葉県,岬町,ﾁﾊﾞｹﾝ,ﾐｻｷﾏﾁ,欠番,H17.12.5,12238,いすみ市,ｲｽﾐｼ,合併後はいすみ市,いすみ市
12461,千葉県,富浦町,ﾁﾊﾞｹﾝ,ﾄﾐｳﾗﾏﾁ,欠番,H18.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市,南房総市
12462,千葉県,富山町,ﾁﾊﾞｹﾝ,ﾄﾐﾔﾏﾏﾁ,欠番,H18.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市,南房総市
12463,千葉県,鋸南町,ﾁﾊﾞｹﾝ,ｷﾖﾅﾝﾏﾁ,,,12463,,,,鋸南町
12464,千葉県,三芳村,ﾁﾊﾞｹﾝ,ﾐﾖｼﾑﾗ,欠番,H18.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市,南房総市
12465,千葉県,白浜町,ﾁﾊﾞｹﾝ,ｼﾗﾊﾏﾏﾁ,欠番,H18.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市,南房総市
12466,千葉県,千倉町,ﾁﾊﾞｹﾝ,ﾁｸﾗﾏﾁ,欠番,H18.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市,南房総市
12467,千葉県,丸山町,ﾁﾊﾞｹﾝ,ﾏﾙﾔﾏﾏﾁ,欠番,H18.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市,南房総市
12468,千葉県,和田町,ﾁﾊﾞｹﾝ,ﾜﾀﾞﾏﾁ,欠番,H18.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市,南房総市
13000,東京都,,ﾄｳｷｮｳﾄ,,,,13000,,,,
13101,東京都,千代田区,ﾄｳｷｮｳﾄ,ﾁﾖﾀﾞｸ,,,13101,,,,千代田区
13102,東京都,中央区,ﾄｳｷｮｳﾄ,ﾁｭｳｵｳｸ,,,13102,,,,中央区
13103,東京都,港区,ﾄｳｷｮｳﾄ,ﾐﾅﾄｸ,,,13103,,,,港区
13104,東京都,新宿区,ﾄｳｷｮｳﾄ,ｼﾝｼﾞｭｸｸ,,,13104,,,,新宿区
13105,東京都,文京区,ﾄｳｷｮｳﾄ,ﾌﾞﾝｷｮｳｸ,,,13105,,,,文京区
13106,東京都,台東区,ﾄｳｷｮｳﾄ,ﾀｲﾄｳｸ,,,13106,,,,台東区
13107,東京都,墨田区,ﾄｳｷｮｳﾄ,ｽﾐﾀﾞｸ,,,13107,,,,墨田区
13108,東京都,江東区,ﾄｳｷｮｳﾄ,ｺｳﾄｳｸ,,,13108,,,,江東区
13109,東京都,品川区,ﾄｳｷｮｳﾄ,ｼﾅｶﾞﾜｸ,,,13109,,,,品川区
13110,東京都,目黒区,ﾄｳｷｮｳﾄ,ﾒｸﾞﾛｸ,,,13110,,,,目黒区
13111,東京都,大田区,ﾄｳｷｮｳﾄ,ｵｵﾀｸ,,,13111,,,,大田区
13112,東京都,世田谷区,ﾄｳｷｮｳﾄ,ｾﾀｶﾞﾔｸ,,,13112,,,,世田谷区
13113,東京都,渋谷区,ﾄｳｷｮｳﾄ,ｼﾌﾞﾔｸ,,,13113,,,,渋谷区
13114,東京都,中野区,ﾄｳｷｮｳﾄ,ﾅｶﾉｸ,,,13114,,,,中野区
13115,東京都,杉並区,ﾄｳｷｮｳﾄ,ｽｷﾞﾅﾐｸ,,,13115,,,,杉並区
13116,東京都,豊島区,ﾄｳｷｮｳﾄ,ﾄｼﾏｸ,,,13116,,,,豊島区
13117,東京都,北区,ﾄｳｷｮｳﾄ,ｷﾀｸ,,,13117,,,,北区
13118,東京都,荒川区,ﾄｳｷｮｳﾄ,ｱﾗｶﾜｸ,,,13118,,,,荒川区
13119,東京都,板橋区,ﾄｳｷｮｳﾄ,ｲﾀﾊﾞｼｸ,,,13119,,,,板橋区
13120,東京都,練馬区,ﾄｳｷｮｳﾄ,ﾈﾘﾏｸ,,,13120,,,,練馬区
13121,東京都,足立区,ﾄｳｷｮｳﾄ,ｱﾀﾞﾁｸ,,,13121,,,,足立区
13122,東京都,葛飾区,ﾄｳｷｮｳﾄ,ｶﾂｼｶｸ,,,13122,,,,葛飾区
13123,東京都,江戸川区,ﾄｳｷｮｳﾄ,ｴﾄﾞｶﾞﾜｸ,,,13123,,,,江戸川区
13201,東京都,八王子市,ﾄｳｷｮｳﾄ,ﾊﾁｵｳｼﾞｼ,,,13201,,,,八王子市
13202,東京都,立川市,ﾄｳｷｮｳﾄ,ﾀﾁｶﾜｼ,,,13202,,,,立川市
13203,東京都,武蔵野市,ﾄｳｷｮｳﾄ,ﾑｻｼﾉｼ,,,13203,,,,武蔵野市
13204,東京都,三鷹市,ﾄｳｷｮｳﾄ,ﾐﾀｶｼ,,,13204,,,,三鷹市
13205,東京都,青梅市,ﾄｳｷｮｳﾄ,ｵｳﾒｼ,,,13205,,,,青梅市
13206,東京都,府中市,ﾄｳｷｮｳﾄ,ﾌﾁｭｳｼ,,,13206,,,,府中市
13207,東京都,昭島市,ﾄｳｷｮｳﾄ,ｱｷｼﾏｼ,,,13207,,,,昭島市
13208,東京都,調布市,ﾄｳｷｮｳﾄ,ﾁｮｳﾌｼ,,,13208,,,,調布市
13209,東京都,町田市,ﾄｳｷｮｳﾄ,ﾏﾁﾀﾞｼ,,,13209,,,,町田市
13210,東京都,小金井市,ﾄｳｷｮｳﾄ,ｺｶﾞﾈｲｼ,,,13210,,,,小金井市
13211,東京都,小平市,ﾄｳｷｮｳﾄ,ｺﾀﾞｲﾗｼ,,,13211,,,,小平市
13212,東京都,日野市,ﾄｳｷｮｳﾄ,ﾋﾉｼ,,,13212,,,,日野市
13213,東京都,東村山市,ﾄｳｷｮｳﾄ,ﾋｶﾞｼﾑﾗﾔﾏｼ,,,13213,,,,東村山市
13214,東京都,国分寺市,ﾄｳｷｮｳﾄ,ｺｸﾌﾞﾝｼﾞｼ,,,13214,,,,国分寺市
13215,東京都,国立市,ﾄｳｷｮｳﾄ,ｸﾆﾀﾁｼ,,,13215,,,,国立市
13218,東京都,福生市,ﾄｳｷｮｳﾄ,ﾌｯｻｼ,,,13218,,,,福生市
13219,東京都,狛江市,ﾄｳｷｮｳﾄ,ｺﾏｴｼ,,,13219,,,,狛江市
13220,東京都,東大和市,ﾄｳｷｮｳﾄ,ﾋｶﾞｼﾔﾏﾄｼ,,,13220,,,,東大和市
13221,東京都,清瀬市,ﾄｳｷｮｳﾄ,ｷﾖｾｼ,,,13221,,,,清瀬市
